,Message,Category
889,You unbelievable faglord,ham
1812,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,ham
1498,I'm putting it on now. It should be ready for  &lt;TIME&gt;,ham
130,K..k:)how much does it cost?,ham
2543,Aiyo please ü got time meh.,ham
4960,"What i mean was i left too early to check, cos i'm working a 9-6.",ham
3918,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,ham
857,Going to take your babe out ?,ham
2744,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham
4589,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),ham
2412,"Come to me right now, Ahmad",ham
1893,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam
147,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam
5346,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
1990,The basket's gettin full so I might be by tonight,ham
3448,Sitting ard nothing to do lor. U leh busy w work?,ham
676,"I dont knw pa, i just drink milk..",ham
2119,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
3467,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",ham
1645,India have to take lead:),ham
719,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam
3624,"Damn, poor zac doesn't stand a chance",ham
3267,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,ham
1385,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham
5458,"Sorry, I'll call later",ham
887,I like to talk pa but am not able to. I dont know y.,ham
1063,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ham
1567,I am late. I will be there at,ham
3420,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam
3110,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,ham
4183,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam
218,Easy ah?sen got selected means its good..,ham
1342,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,ham
2963,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,ham
3373,And now electricity just went out fml.,ham
5224,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,ham
1777,Call FREEPHONE 0800 542 0578 now!,spam
3019,I didn't get the second half of that message,ham
1262,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",ham
2630,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham
4257,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham
4737,"Not for possession, especially not first offense",ham
4022,We have to pick rayan macleran there.,ham
4394,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam
3863,"Customer place, i wil cal u sir.",ham
2251,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham
5524,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,spam
2184,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham
4997,Happy new year. Hope you are having a good semester,ham
477,Love you aathi..love u lot..,ham
1839,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam
242,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham
64,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ham
385,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
4170,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham
3948,"Sorry, went to bed early, nightnight",ham
3503,I will come to ur home now,ham
3717,Networking technical support associate.,ham
4708,Wif my family booking tour package.,ham
3738,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
931,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),ham
2367,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam
259,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
4243,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,spam
3164,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam
4360,Ü only send me the contents page...,ham
4864,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
3586,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham
995,"I can't, I don't have her number!",ham
3364,Can... I'm free...,ham
5313,My sister going to earn more than me da.,ham
5161,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham
533,Gudnite....tc...practice going on,ham
3959,So i could kiss and feel you next to me...,ham
2854,I doubt you could handle 5 times per night in any case...,ham
431,At home watching tv lor.,ham
555,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,ham
1121,Cancel cheyyamo?and get some money back?,ham
1924,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham
2482,K.:)do it at evening da:)urgent:),ham
5397,That's necessarily respectful,ham
2393,"Thanks da thangam, i feel very very happy dear. I also miss you da.",ham
2673,Super msg da:)nalla timing.,ham
90,Yeah do! Don‘t stand to close tho- you‘ll catch something!,ham
3132,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",spam
3450,Sorry. || mail? ||,ham
1880,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,spam
3922,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",ham
1046,"Come round, it's .",ham
4282,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",ham
3911,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,ham
612,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,ham
4646,Are you planning to come chennai?,ham
3444,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,ham
748,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam
1506,Total video converter free download type this in google search:),ham
4692,Surly ill give it to you:-) while coming to review.,ham
2652,"Text me when you get off, don't call, my phones having problems",ham
3367,I am waiting for your call sir.,ham
4461,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham
3920,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,ham
2620,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
359,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",ham
929,Oh all have to come ah?,ham
3838,Early bird! Any purchases yet?,ham
4008,I'm reaching home in 5 min.,ham
1873,Oh ok i didnt know what you meant. Yep i am baby jontin,ham
899,"Thursday night? Yeah, sure thing, we'll work it out then",ham
2238,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",ham
589,Ya srsly better than yi tho,ham
1562,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham
2588,"Aight, see you in a bit",ham
817,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",ham
4033,I'm very happy for you babe ! Woo hoo party on dude!,ham
903,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",ham
802,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,ham
4796,Saw Guys and Dolls last night with Patrick Swayze it was great,ham
405,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham
5270,Did u fix the teeth?if not do it asap.ok take care.,ham
1585,"Sorry, I'll call later",ham
1450,say thanks2.,ham
1984,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
3984,Nationwide auto centre (or something like that) on Newport road. I liked them there,ham
1065,"That's fine, I'll bitch at you about it later then",ham
3190,X2  &lt;#&gt; . Are you going to get that,ham
1042,I'm in class. Will holla later,ham
3273,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",ham
3704,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",ham
261,Yup,ham
1084,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham
2674,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",ham
3615,Ok c ü then.,ham
4075,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,ham
3176,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam
3287,Not to worry. I'm sure you'll get it.,ham
4078,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,ham
3266,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam
3406,"Jus chillaxin, what up",ham
20,Is that seriously how you spell his name?,ham
496,Got meh... When?,ham
1906,"There're some people by mu, I'm at the table by lambda",ham
1876,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
2033,"Yes, i'm small kid.. And boost is the secret of my energy..",ham
1199,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",ham
5407,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,ham
2281,R ü comin back for dinner?,ham
2249,will you like to be spoiled? :),ham
1331,"Aight no rush, I'll ask jay",ham
2760,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham
948,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,ham
4118,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",ham
73,K..k:)where are you?how did you performed?,ham
1288,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",ham
1432,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",ham
4044,I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
4162,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam
2717,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
400,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham
29,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,ham
4003,Did you get any gift? This year i didnt get anything. So bad,ham
2555,I'll reach in ard 20 mins ok...,ham
4632,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham
3310,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,ham
3969,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,ham
3057,Webpage s not available!,ham
192,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham
4701,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
2160,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,spam
1011,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,ham
5434,Jesus armand really is trying to tell everybody he can find,ham
1614,Thnx dude. u guys out 2nite?,ham
3628,Still chance there. If you search hard you will get it..let have a try :),ham
4488,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham
330,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,ham
2337,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,ham
2728,Whatsup there. Dont u want to sleep,ham
2091,S:-)kallis wont play in first two odi:-),ham
3949,I like to think there's always the possibility of being in a pub later.,ham
874,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham
1120,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam
2261,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,spam
4232,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham
3589,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,ham
5275,Oh yeah clearly it's my fault,ham
5183,"Fuuuuck I need to stop sleepin, sup",ham
4858,Thanks  and ! Or bomb and date as my phone wanted to say!,ham
176,Let me know when you've got the money so carlos can make the call,ham
973,Yup i thk so until e shop closes lor.,ham
5085,Sorry i missed your call. Can you please call back.,ham
4171,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
560,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",ham
4334,Y bishan lei... I tot ü say lavender?,ham
2243,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham
1223,Teach me apps da. When you come to college.,ham
1837,Are you wet right now?,ham
435,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham
3785,Dear got train and seat mine lower seat,ham
677,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?,ham
2798,If I get there before you after your ten billion calls and texts so help me god,ham
3249,Also track down any lighters you can find,ham
1853,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",spam
4373,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",spam
1078,"Yep, by the pretty sculpture",ham
932,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,ham
3619,Hey check it da. I have listed da.,ham
1501,Host-based IDPS for linux systems.,ham
872,Its going good...no problem..but still need little experience to understand american customer voice...,ham
2531,So the sun is anti sleep medicine.,ham
1427,Ok...,ham
786,"She was supposed to be but couldn't make it, she's still in town though",ham
3405,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,ham
5487,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam
2996,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham
2778,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham
2774,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam
4192,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham
55,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,ham
1691,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam
3603,Cps is causing the outages to conserve energy.,ham
4498,Ok,ham
3452,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham
4968,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,spam
5122,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,ham
3907,Went fast asleep dear.take care.,ham
5022,:-( sad puppy noise,ham
5054,Lmao you know me so well...,ham
4978,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham
5563,Ard 6 like dat lor.,ham
2443,I donno if they are scorable,ham
3423,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,spam
4612,Wat time ü finish?,ham
36,"Oops, I'll let you know when my roommate's done",ham
172,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",ham
2103,Audrie lousy autocorrect,ham
3179,K k :-):-) then watch some films.,ham
1692,I don't know but I'm raping dudes at poker,ham
3609,Pls come quick cant bare this.,ham
5548,"No, I was trying it all weekend ;V",ham
4823,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam
2521,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham
3652,Want to send me a virtual hug?... I need one,ham
3067,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,spam
2454,How much she payed. Suganya.,ham
4163,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham
716,When i have stuff to sell i.ll tell you,ham
190,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham
5029,Go chase after her and run her over while she's crossing the street,ham
1473,"Just sent you an email – to an address with incomm in it, is that right?",ham
3415,No pic. Please re-send.,ham
1925,Ok,ham
146,Whats the staff name who is taking class for us?,ham
3143,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,ham
1482,"I'm a guy, browsin is compulsory",ham
2145,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam
4987,That's y u haf 2 keep me busy...,ham
338,Just sleeping..and surfing,ham
1281,Oh ho. Is this the first time u use these type of words,ham
5034,"* Was really good to see you the other day dudette, been missing you!",ham
4913,I am on the way to tirupur.,ham
290,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",ham
4826,I am going to sleep. I am tired of travel.,ham
891,Why do you ask princess?,ham
273,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
4298,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,spam
4841,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
2473,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam
4501,Nvm take ur time.,ham
1087,I don't think he has spatula hands!,ham
715,He also knows about lunch menu only da. . I know,ham
1183,"K give me a sec, breaking a  &lt;#&gt;  at cstore",ham
3771,Love it! The girls at the office may wonder why you are smiling but sore...,ham
771,Not getting anywhere with this damn job hunting over here!,ham
4936,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham
1107,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",ham
487,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
4289,Hey mr whats the name of that bill brison book the one about language and words,ham
4148,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham
1753,Give one miss from that number please,ham
5471,Yup,ham
930,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam
3428,Haha okay... Today weekend leh...,ham
2643,"They can try! They can get lost, in fact. Tee hee",ham
1502,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
1074,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,ham
4326,Am only searching for good dual sim mobile pa.,ham
813,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
724,Ya even those cookies have jelly on them,ham
3228,Wife.how she knew the time of murder exactly,ham
1375,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam
1975,Thats cool. Where should i cum? On you or in you? :),ham
2917,What time should I tell my friend to be around?,ham
769,I cant pick the phone right now. Pls send a message,ham
3144,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham
2530,Can you just come in for a sec? There's somebody here I want you to see,ham
4529,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham
4579,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
4745,Thinking of u ;) x,ham
5302,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham
4253,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham
5318,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham
4272,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
5216,I am late. I will be there at,ham
4440,i want to grasp your pretty booty :),ham
5497,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
1819,Am i that much dirty fellow?,ham
3924,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,ham
4606,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",ham
2565,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
4893,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham
429,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,ham
687,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham
2680,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
3155,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
195,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
2846,Will be out of class in a few hours. Sorry,ham
3572,But you dint in touch with me.,ham
4990,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham
1640,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam
1118,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam
5269,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
567,Oooh bed ridden ey? What are YOU thinking of?,ham
1602,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,ham
2516,Bognor it is! Should be splendid at this time of year.,ham
4994,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",ham
4385,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham
2940,Are you ok. What happen to behave like this,ham
2587,If you don't respond imma assume you're still asleep and imma start calling n shit,ham
3655,Why i come in between you people,ham
120,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
3543,Ü come lt 25 n pass to me lar,ham
1639,Great comedy..cant stop laughing da:),ham
4074,Was the actual exam harder than NBME,ham
5211,It is only yesterday true true.,ham
784,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam
5106,Ding me on ya break fassyole! Blacko from londn,ham
4919,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham
5514,Oh... Okie lor...We go on sat...,ham
3099,This is all just creepy and crazy to me.,ham
4653,Where r e meeting tmr?,ham
2663,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam
759,U should have made an appointment,ham
2248,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,spam
3845,"Yeah that's what I thought, lemme know if anything's goin on later",ham
